Klaipėda c. mun.;1996;1801;;
Klaipėda c. mun.;1997;1731;;
Klaipėda c. mun.;1998;1735;;
Klaipėda c. mun.;1999;1674;;
Klaipėda c. mun.;2000;1646;829;817
Klaipėda c. mun.;2001;1647;869;778
Klaipėda c. mun.;2002;1522;767;755
Klaipėda c. mun.;2003;1480;778;702
Klaipėda c. mun.;2004;1543;796;747
Klaipėda c. mun.;2005;1537;825;712
Klaipėda c. mun.;2006;1662;877;785
Klaipėda c. mun.;2007;1707;898;809
Klaipėda c. mun.;2008;1810;930;880
Klaipėda c. mun.;2009;1977;1041;936
Klaipėda c. mun.;2010;1796;897;899
Klaipėda c. mun.;2011;1801;920;881
Klaipėda c. mun.;2012;1841;944;897
Klaipėda c. mun.;2013;1756;863;893
Klaipėda c. mun.;2014;1840;962;878
Klaipėda c. mun.;2015;1915;1008;907
Klaipėda c. mun.;2016;1784;955;829
Klaipėda c. mun.;2017;1693;899;794
Klaipėda d. mun.;1994;578;;
Klaipėda d. mun.;1995;561;;
Klaipėda d. mun.;1996;558;;
Klaipėda d. mun.;1997;563;;
Klaipėda d. mun.;1998;596;;
Klaipėda d. mun.;1999;619;;
Klaipėda d. mun.;2000;568;302;266
Klaipėda d. mun.;2001;467;225;242
Klaipėda d. mun.;2002;438;244;194
Klaipėda d. mun.;2003;478;252;226
Klaipėda d. mun.;2004;473;231;242
Klaipėda d. mun.;2005;466;233;233
Klaipėda d. mun.;2006;493;241;252
Klaipėda d. mun.;2007;590;292;298
Klaipėda d. mun.;2008;604;307;297
Klaipėda d. mun.;2009;605;326;279
Klaipėda d. mun.;2010;590;301;289
Klaipėda d. mun.;2011;550;270;280
Klaipėda d. mun.;2012;525;286;239
Klaipėda d. mun.;2013;635;320;315
Klaipėda d. mun.;2014;556;288;268
Klaipėda d. mun.;2015;570;291;279
Klaipėda d. mun.;2016;568;285;283
Klaipėda d. mun.;2017;597;314;283
Kretinga d. mun.;1994;609;;
Kretinga d. mun.;1995;537;;
Kretinga d. mun.;1996;598;;
Kretinga d. mun.;1997;531;;
Kretinga d. mun.;1998;517;;
Kretinga d. mun.;1999;484;;
Kretinga d. mun.;2000;509;280;229
Kretinga d. mun.;2001;431;201;230
Kretinga d. mun.;2002;426;228;198
Kretinga d. mun.;2003;473;237;236
Kretinga d. mun.;2004;437;209;228
Kretinga d. mun.;2005;435;236;199
Kretinga d. mun.;2006;435;214;221
Kretinga d. mun.;2007;427;221;206
Kretinga d. mun.;2008;432;229;203
Kretinga d. mun.;2009;443;236;207
Kretinga d. mun.;2010;459;248;211
Kretinga d. mun.;2011;420;225;195
Kretinga d. mun.;2012;417;202;215
Kretinga d. mun.;2013;396;195;201
Kretinga d. mun.;2014;403;200;203
Kretinga d. mun.;2015;392;199;193
Kretinga d. mun.;2016;396;198;198
Kretinga d. mun.;2017;411;208;203
Neringa mun.;1994;27;;
Neringa mun.;1995;27;;
Neringa mun.;1996;34;;
